,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected
Distributors,OnOff Premises,Account Names,Address,City,State,Distributor,Item Names,Dist Routes,2 Quarters 4/1/2026 thru 7/20/2026  Case Equivs,2 Quarters 4/1/2026 thru 7/20/2026  Days Since Last Sale,2 Quarters 4/1/2026 thru 7/20/2026  Days Until Fall Off
"Doll Dist - Spencer, IA",ON,BRACCO OKOBOJIBAR & GRILL,630 LINDEN DR,ARNOLDS PARK,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",16,21,69
"Doll Dist - Spencer, IA",ON,BRACCO OKOBOJIBAR & GRILL,630 LINDEN DR,ARNOLDS PARK,IA,DOLL3,Neighborhood Beer 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",8,35,55
"Doll Dist - Spencer, IA",ON,BRACCO OKOBOJIBAR & GRILL,630 LINDEN DR,ARNOLDS PARK,IA,DOLL3,Citrus Surfer 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",4.586667,7,83
"Doll Dist - Spencer, IA",ON,MULLETS,144 LAKESHORE DR,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",87.146666,6,84
"Doll Dist - Spencer, IA",ON,MULLETS,144 LAKESHORE DR,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",13.777778,13,77
"Doll Dist - Spencer, IA",ON,MULLETS,144 LAKESHORE DR,ARNOLDS PARK,IA,DOLL3,Easy Eddy 6/4/16oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",9.333333,20,70
"Doll Dist - Spencer, IA",ON,SNAPPERS & PARKS BOAT CLUB,24457 178TH ST,OKOBOJI,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",62.000001,13,77
"Doll Dist - Spencer, IA",ON,SNAPPERS & PARKS BOAT CLUB,24457 178TH ST,OKOBOJI,IA,DOLL3,Easy Eddy 6/4/16oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",26.666666,20,70
"Doll Dist - Spencer, IA",ON,SNAPPERS & PARKS BOAT CLUB,24457 178TH ST,OKOBOJI,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",12,27,63
"Doll Dist - Spencer, IA",ON,SNAPPERS & PARKS BOAT CLUB,24457 178TH ST,OKOBOJI,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",4.586667,6,84
"Doll Dist - Spencer, IA",ON,THE ROOF GARDEN,37 LAKE ST,ARNOLDS PARK,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",83,12,78
"Doll Dist - Spencer, IA",ON,THE ROOF GARDEN,37 LAKE ST,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",13.777778,40,50
"Doll Dist - Spencer, IA",ON,BOARDWALK BAR GRILL,37 LAKE ST QUEENS LN,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",62.000001,12,78
"Doll Dist - Spencer, IA",ON,BOARDWALK BAR GRILL,37 LAKE ST QUEENS LN,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",16.053334,5,85
"Doll Dist - Spencer, IA",ON,BOARDWALK BAR GRILL,37 LAKE ST QUEENS LN,ARNOLDS PARK,IA,DOLL3,Citrus Surfer 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",4,5,85
"Doll Dist - Spencer, IA",ON,BOARDWALK BAR GRILL,37 LAKE ST QUEENS LN,ARNOLDS PARK,IA,DOLL3,Citrus Surfer 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",2,47,43
"Doll Dist - Spencer, IA",ON,BOARDWALK BAR GRILL,37 LAKE ST QUEENS LN,ARNOLDS PARK,IA,DOLL3,Citrus Surfer Variety Pack 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",2,61,29
"Doll Dist - Spencer, IA",ON,BOARDWALK BAR GRILL,37 LAKE ST QUEENS LN,ARNOLDS PARK,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",1,5,85
"Doll Dist - Spencer, IA",ON,BOARDWALK BAR GRILL,37 LAKE ST QUEENS LN,ARNOLDS PARK,IA,DOLL3,Eddy Variety Pack 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",1,5,85
"Doll Dist - Spencer, IA",ON,BOARDWALK BAR GRILL,37 LAKE ST QUEENS LN,ARNOLDS PARK,IA,DOLL3,Zero Eddy 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",1,75,15
"Doll Dist - Spencer, IA",ON,BRACCO EVENT CENTER & CANTINA,610 LINDEN DR,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",36.693334,7,83
"Doll Dist - Spencer, IA",ON,BRACCO EVENT CENTER & CANTINA,610 LINDEN DR,ARNOLDS PARK,IA,DOLL3,Citrus Surfer 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",20.639998,14,76
"Doll Dist - Spencer, IA",ON,BRACCO EVENT CENTER & CANTINA,610 LINDEN DR,ARNOLDS PARK,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",8,7,83
"Doll Dist - Spencer, IA",ON,BRACCO EVENT CENTER & CANTINA,610 LINDEN DR,ARNOLDS PARK,IA,DOLL3,Summer Jam 6/4/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",1,56,34
"Doll Dist - Spencer, IA",ON,CAPTAINS GETAWAY,107 W BROADWAY ST,ARNOLDS PARK,IA,DOLL3,Easy Eddy 6/4/16oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",37.333336,6,84
"Doll Dist - Spencer, IA",ON,CAPTAINS GETAWAY,107 W BROADWAY ST,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",27.519999,13,77
"Doll Dist - Spencer, IA",ON,MILES INN BOJI BAY,264 NORTH HWY 71 UNIT,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",41.333334,13,77
"Doll Dist - Spencer, IA",ON,MILES INN BOJI BAY,264 NORTH HWY 71 UNIT,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",9.173334,5,85
"Doll Dist - Spencer, IA",ON,MILES INN BOJI BAY,264 NORTH HWY 71 UNIT,ARNOLDS PARK,IA,DOLL3,Zero Eddy 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",6,20,70
"Doll Dist - Spencer, IA",ON,MILES INN BOJI BAY,264 NORTH HWY 71 UNIT,ARNOLDS PARK,IA,DOLL3,Tigerhawk 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",2,27,63
"Doll Dist - Spencer, IA",ON,OKOBOJI VIEW GOLF COURSE,1665 HWY 86,SPIRIT LAKE,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",34.444445,7,83
"Doll Dist - Spencer, IA",ON,OKOBOJI VIEW GOLF COURSE,1665 HWY 86,SPIRIT LAKE,IA,DOLL3,Easy Eddy 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",14,14,76
"Doll Dist - Spencer, IA",ON,OKOBOJI VIEW GOLF COURSE,1665 HWY 86,SPIRIT LAKE,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",2.293333,55,35
"Doll Dist - Spencer, IA",ON,MC KEENS PUB & GRILL,2608 22ND ST,SPIRIT LAKE,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",29.813331,4,86
"Doll Dist - Spencer, IA",ON,MC KEENS PUB & GRILL,2608 22ND ST,SPIRIT LAKE,IA,DOLL3,Citrus Surfer 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",20.639998,18,72
"Doll Dist - Spencer, IA",ON,OKOBOJI BARN BAR & GRILL,2325 41ST ST,SPIRIT LAKE,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",38.986668,4,86
"Doll Dist - Spencer, IA",ON,CITY OF EMMETSBURG,14 N LAWLER ST,EMMETSBURG,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"NAATJES  C 801- Doll Dist - Spencer, IA",32.106664,4,86
"Doll Dist - Spencer, IA",ON,CITY OF EMMETSBURG,14 N LAWLER ST,EMMETSBURG,IA,DOLL3,Easy Eddy 2/12/12oz Can,"NAATJES  C 801- Doll Dist - Spencer, IA",6,18,72
"Doll Dist - Spencer, IA",ON,SPORTS PAGE,804 11TH ST SW,SPENCER,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"CLARK  K 821- Doll Dist - Spencer, IA",34.444445,11,79
"Doll Dist - Spencer, IA",ON,SPORTS PAGE,804 11TH ST SW,SPENCER,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"CLARK  K 821- Doll Dist - Spencer, IA",2.293333,67,23
"Doll Dist - Spencer, IA",ON,SPORTS PAGE,804 11TH ST SW,SPENCER,IA,DOLL3,Easy Eddy 2/12/12oz Can,"CLARK  K 821- Doll Dist - Spencer, IA",1,81,9
"Doll Dist - Spencer, IA",ON,CRAZY BOBS AT BROOKS,1201 BROOKS PARK DR,OKOBOJI,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",13.777778,19,71
"Doll Dist - Spencer, IA",ON,CRAZY BOBS AT BROOKS,1201 BROOKS PARK DR,OKOBOJI,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",11,5,85
"Doll Dist - Spencer, IA",ON,CRAZY BOBS AT BROOKS,1201 BROOKS PARK DR,OKOBOJI,IA,DOLL3,Easy Eddy 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",9,61,29
"Doll Dist - Spencer, IA",ON,CRAZY BOBS AT BROOKS,1201 BROOKS PARK DR,OKOBOJI,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",2.293333,68,22
"Doll Dist - Spencer, IA",ON,PIRATE JACKS,37 LAKE ST,ARNOLDS PARK,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",31,5,85
"Doll Dist - Spencer, IA",ON,PIRATE JACKS,37 LAKE ST,ARNOLDS PARK,IA,DOLL3,Zero Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",5,19,71
"Doll Dist - Spencer, IA",ON,BACKYARD BREW,260 34TH AVE,SHELDON,IA,DOLL3,Neighborhood Beer 1/2 Barrel Keg,"BJORNSON  M 841- Doll Dist - Spencer, IA",13.777778,27,63
"Doll Dist - Spencer, IA",ON,BACKYARD BREW,260 34TH AVE,SHELDON,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BJORNSON  M 841- Doll Dist - Spencer, IA",6.888889,6,84
"Doll Dist - Spencer, IA",ON,BACKYARD BREW,260 34TH AVE,SHELDON,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BJORNSON  M 841- Doll Dist - Spencer, IA",2.293333,48,42
"Doll Dist - Spencer, IA",ON,BACKYARD BREW,260 34TH AVE,SHELDON,IA,DOLL3,Easy Going 1/6 Barrel Keg,"BJORNSON  M 841- Doll Dist - Spencer, IA",2.293333,74,16
"Doll Dist - Spencer, IA",ON,BACKYARD BREW,260 34TH AVE,SHELDON,IA,DOLL3,Burch the Bear 1/6 Barrel,"BJORNSON  M 841- Doll Dist - Spencer, IA",2.293333,95,-5
"Doll Dist - Spencer, IA",ON,BACKYARD BREW,260 34TH AVE,SHELDON,IA,DOLL3,Citrus Surfer 1/6 Barrel Keg,"BJORNSON  M 841- Doll Dist - Spencer, IA",2.293333,27,63
"Doll Dist - Spencer, IA",ON,BACKYARD BREW,260 34TH AVE,SHELDON,IA,DOLL3,Silo Amber 1/6 Barrel Keg,"BJORNSON  M 841- Doll Dist - Spencer, IA",2.293333,95,-5
"Doll Dist - Spencer, IA",ON,WOODYS PIZZA #0,293 N OKOBOJI GROVE RD,ARNOLDS PARK,IA,DOLL3,Citrus Surfer 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",13.759998,20,70
"Doll Dist - Spencer, IA",ON,WOODYS PIZZA #0,293 N OKOBOJI GROVE RD,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",13.759998,6,84
"Doll Dist - Spencer, IA",ON,WOODYS PIZZA #0,293 N OKOBOJI GROVE RD,ARNOLDS PARK,IA,DOLL3,Zero Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",3,27,63
"Doll Dist - Spencer, IA",ON,WOODYS PIZZA,9 W 1ST ST N,ESTHERVILLE,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",27.555556,13,77
"Doll Dist - Spencer, IA",ON,BEAR CREEK GOLF COURSE,145 COUNTRY CLUB RD,FOREST CITY,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"HAGEN  T 802- Doll Dist - Spencer, IA",27.519999,21,69
"Doll Dist - Spencer, IA",ON,TRAIN STATION,1301 3RD AVE,ALTON,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"HERKE  M 843- Doll Dist - Spencer, IA",20.666667,41,49
"Doll Dist - Spencer, IA",ON,TRAIN STATION,1301 3RD AVE,ALTON,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"HERKE  M 843- Doll Dist - Spencer, IA",4.586667,48,42
"Doll Dist - Spencer, IA",ON,EAGLE HILLS,400 COUNTRY CLUB RD,ALGONA,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"NAATJES  C 801- Doll Dist - Spencer, IA",25.226665,4,86
"Doll Dist - Spencer, IA",ON,SOFTAIL SALOON,811 1ST AVE,SUPERIOR,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",22.93333,13,77
"Doll Dist - Spencer, IA",ON,SOFTAIL SALOON,811 1ST AVE,SUPERIOR,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",1,76,14
"Doll Dist - Spencer, IA",ON,THE PEACOCK,575 HWY 71,ARNOLDS PARK,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",22.93333,5,85
"Doll Dist - Spencer, IA",ON,THE YARD BAR AND GRILL,211 10TH ST,ALTON,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"HERKE  M 843- Doll Dist - Spencer, IA",22.93333,20,70
"Doll Dist - Spencer, IA",ON,EMERALD HILLS GOLF CLUB,808 HWY 71,ARNOLDS PARK,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",22,7,83
"Doll Dist - Spencer, IA",ON,GRAND FALLS CASINO RESORT,1415 GRAND FALLS BLVD,LARCHWOOD,IA,DOLL3,Easy Eddy 6/4/16oz Can,"BJORNSON  M 841- Doll Dist - Spencer, IA",21.333334,7,83
"Doll Dist - Spencer, IA",ON,BOSS PIZZERIA & SPORTS BAR,1405 HWY 71,OKOBOJI,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",20.666667,21,69
"Doll Dist - Spencer, IA",ON,TWEETERS,1027 HIGHWAY 71 S,OKOBOJI,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",18.346666,19,71
"Doll Dist - Spencer, IA",ON,TWEETERS,1027 HIGHWAY 71 S,OKOBOJI,IA,DOLL3,Tigerhawk 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",1,26,64
"Doll Dist - Spencer, IA",ON,THE FRUITED PLAIN CAFE,172 N MAIN AVE,SIOUX CENTER,IA,DOLL3,Easy Eddy 4/6/12oz Can,"HERKE  M 843- Doll Dist - Spencer, IA",12,7,83
"Doll Dist - Spencer, IA",ON,THE FRUITED PLAIN CAFE,172 N MAIN AVE,SIOUX CENTER,IA,DOLL3,Royal Eddy 4/6/12oz Can,"HERKE  M 843- Doll Dist - Spencer, IA",4,7,83
"Doll Dist - Spencer, IA",ON,THE FRUITED PLAIN CAFE,172 N MAIN AVE,SIOUX CENTER,IA,DOLL3,Citrus Surfer 4/6/12oz Can,"HERKE  M 843- Doll Dist - Spencer, IA",3,21,69
"Doll Dist - Spencer, IA",ON,SPORTSMANS,1609 HILL AVE,SPIRIT LAKE,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",18.346665,4,86
"Doll Dist - Spencer, IA",ON,MILLERS SPORTS BAR & GRIL,1320 HWY 169 N,ALGONA,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"NAATJES  C 801- Doll Dist - Spencer, IA",18.346664,7,83
"Doll Dist - Spencer, IA",ON,CRAZY BOBS MAXIUM BBQ,240 N 8TH AVE E,HARTLEY,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BJORNSON  M 841- Doll Dist - Spencer, IA",16.053332,12,78
"Doll Dist - Spencer, IA",ON,CRAZY BOBS MAXIUM BBQ,240 N 8TH AVE E,HARTLEY,IA,DOLL3,Tigerhawk 2/12/12oz Can,"BJORNSON  M 841- Doll Dist - Spencer, IA",1,19,71
"Doll Dist - Spencer, IA",ON,WILD ROSE EMMETSBURG,777 MAIN ST,EMMETSBURG,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"NAATJES  C 801- Doll Dist - Spencer, IA",16.053331,6,84
"Doll Dist - Spencer, IA",ON,WEST BEND GOLF & COUNTRY CLUB,4829 580TH AVE,WEST BEND,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"NAATJES  C 801- Doll Dist - Spencer, IA",6.88,6,84
"Doll Dist - Spencer, IA",ON,WEST BEND GOLF & COUNTRY CLUB,4829 580TH AVE,WEST BEND,IA,DOLL3,Easy Eddy 4/6/12oz Can,"NAATJES  C 801- Doll Dist - Spencer, IA",6,13,77
"Doll Dist - Spencer, IA",ON,WEST BEND GOLF & COUNTRY CLUB,4829 580TH AVE,WEST BEND,IA,DOLL3,Citrus Surfer 4/6/12oz Can,"NAATJES  C 801- Doll Dist - Spencer, IA",2,41,49
"Doll Dist - Spencer, IA",ON,WEST BEND GOLF & COUNTRY CLUB,4829 580TH AVE,WEST BEND,IA,DOLL3,Citrus Surfer Variety Pack 2/12/12oz Can,"NAATJES  C 801- Doll Dist - Spencer, IA",1,62,28
"Doll Dist - Spencer, IA",ON,MURPHYS OF OKOBOJI,129 W BROADWAY ST,ARNOLDS PARK,IA,DOLL3,Tigerhawk 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",15,20,70
"Doll Dist - Spencer, IA",ON,BEARDED DOG TAPROOM,316 GRAND AVE,SPENCER,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"CLARK  K 821- Doll Dist - Spencer, IA",13.777778,11,79
"Doll Dist - Spencer, IA",ON,OKOBOJI LODGE,2051 HWY 9,SPIRIT LAKE,IA,DOLL3,Easy Eddy 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",9,7,83
"Doll Dist - Spencer, IA",ON,OKOBOJI LODGE,2051 HWY 9,SPIRIT LAKE,IA,DOLL3,Citrus Surfer 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",2,7,83
"Doll Dist - Spencer, IA",ON,OKOBOJI LODGE,2051 HWY 9,SPIRIT LAKE,IA,DOLL3,Citrus Surfer 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",2,76,14
"Doll Dist - Spencer, IA",ON,THE RIDGE GOLF CLUB,2595 RIDGE RD,SIOUX CENTER,IA,DOLL3,Easy Eddy 4/6/12oz Can,"HERKE  M 843- Doll Dist - Spencer, IA",10,11,79
"Doll Dist - Spencer, IA",ON,THE RIDGE GOLF CLUB,2595 RIDGE RD,SIOUX CENTER,IA,DOLL3,Tigerhawk 2/12/12oz Can,"HERKE  M 843- Doll Dist - Spencer, IA",2,11,79
"Doll Dist - Spencer, IA",ON,EMERALDS ALGONA,1515 N MCCOY ST,ALGONA,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"NAATJES  C 801- Doll Dist - Spencer, IA",6.879999,4,86
"Doll Dist - Spencer, IA",ON,EMERALDS ALGONA,1515 N MCCOY ST,ALGONA,IA,DOLL3,Tigerhawk 2/12/12oz Can,"NAATJES  C 801- Doll Dist - Spencer, IA",5,32,58
"Doll Dist - Spencer, IA",ON,MOTHER NATURES,1027 CENTRAL AVE,ESTHERVILLE,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",11.466666,20,70
"Doll Dist - Spencer, IA",ON,LANDSMEER GOLF CLUB,902 7TH ST NE,ORANGE CITY,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"HERKE  M 843- Doll Dist - Spencer, IA",11.466665,4,86
"Doll Dist - Spencer, IA",ON,SHOOTERZ BAR & GRILL,1126 HWY 69 N,FOREST CITY,IA,DOLL3,Easy Eddy 4/6/12oz Can,"HAGEN  T 802- Doll Dist - Spencer, IA",6,7,83
"Doll Dist - Spencer, IA",ON,SHOOTERZ BAR & GRILL,1126 HWY 69 N,FOREST CITY,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"HAGEN  T 802- Doll Dist - Spencer, IA",4.586666,49,41
"Doll Dist - Spencer, IA",ON,OKOBOJI BREWING COMPANY,3705 HIGHWAY 71,SPIRIT LAKE,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",6.879999,18,72
"Doll Dist - Spencer, IA",ON,OKOBOJI BREWING COMPANY,3705 HIGHWAY 71,SPIRIT LAKE,IA,DOLL3,Summer Jam 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",2.293333,39,51
"Doll Dist - Spencer, IA",ON,ALGONA AXE HOUSE,216 E STATE ST,ALGONA,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"NAATJES  C 801- Doll Dist - Spencer, IA",9.173332,4,86
"Doll Dist - Spencer, IA",ON,OUT BACK LOUNGE,1605 P AVE,MILFORD,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"CLARK  K 821- Doll Dist - Spencer, IA",9.173332,20,70
"Doll Dist - Spencer, IA",ON,ESTHERVILLE GOLF COURSE,3625 170TH ST,ESTHERVILLE,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"BEELNER  B 822- Doll Dist - Spencer, IA",9.173332,13,77
"Doll Dist - Spencer, IA",ON,SANBORN GOLF & COUNTRY CLUB,901 SANBORN ST,SANBORN,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BJORNSON  M 841- Doll Dist - Spencer, IA",6,6,84
"Doll Dist - Spencer, IA",ON,SANBORN GOLF & COUNTRY CLUB,901 SANBORN ST,SANBORN,IA,DOLL3,Easy Eddy 4/6/12oz Can,"BJORNSON  M 841- Doll Dist - Spencer, IA",3,20,70
"Doll Dist - Spencer, IA",ON,PIONEER BEACH RESORT,940 252ND AVE,SPIRIT LAKE,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",7,25,65
"Doll Dist - Spencer, IA",ON,PIONEER BEACH RESORT,940 252ND AVE,SPIRIT LAKE,IA,DOLL3,Easy Eddy 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",2,18,72
"Doll Dist - Spencer, IA",ON,DICKINSON CO TRAILS,22531 NATURE CENTER RD,OKOBOJI,IA,DOLL3,Easy Eddy 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",3,5,85
"Doll Dist - Spencer, IA",ON,DICKINSON CO TRAILS,22531 NATURE CENTER RD,OKOBOJI,IA,DOLL3,Neighborhood Beer 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",3,5,85
"Doll Dist - Spencer, IA",ON,DICKINSON CO TRAILS,22531 NATURE CENTER RD,OKOBOJI,IA,DOLL3,Citrus Surfer 2/12/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",2,5,85
"Doll Dist - Spencer, IA",ON,GARNER GOLF & COUNTRY CLUB,205 COUNTRY CLUB DR,GARNER,IA,DOLL3,Easy Eddy 6/4/16oz Can,"HAGEN  T 802- Doll Dist - Spencer, IA",7.999999,27,63
"Doll Dist - Spencer, IA",ON,SUNRISE POINTE GOLF,1528 E LAKESHORE DR,STORM LAKE,IA,DOLL3,Easy Eddy 4/6/12oz Can,"HALVERSON  C 842- Doll Dist - Spencer, IA",7,18,72
"Doll Dist - Spencer, IA",ON,COUNTY SEAT GRILL,117 S STORY ST,ROCK RAPIDS,IA,DOLL3,Easy Eddy 1/2 Barrel Keg,"BJORNSON  M 841- Doll Dist - Spencer, IA",6.888889,53,37
"Doll Dist - Spencer, IA",ON,BLIND BUTCHER BREWING CO,2167 BUCHANAN AVE,INWOOD,IA,DOLL3,Neighborhood Beer 1/2 Barrel Keg,"BJORNSON  M 841- Doll Dist - Spencer, IA",6.888889,63,27
"Doll Dist - Spencer, IA",ON,SOUTHPARK #7,901 11TH ST SW,SPENCER,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"CLARK  K 821- Doll Dist - Spencer, IA",6.88,4,86
"Doll Dist - Spencer, IA",ON,BILLIE JOS BAR & GRILL,4 E STATE ST,ALGONA,IA,DOLL3,Citrus Surfer 1/6 Barrel Keg,"NAATJES  C 801- Doll Dist - Spencer, IA",4.586666,81,9
"Doll Dist - Spencer, IA",ON,BILLIE JOS BAR & GRILL,4 E STATE ST,ALGONA,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"NAATJES  C 801- Doll Dist - Spencer, IA",2.293333,95,-5
"Doll Dist - Spencer, IA",ON,SIOUX CO LIVESTOCK COMP,1386 S MAIN AVE,SIOUX CENTER,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"HERKE  M 843- Doll Dist - Spencer, IA",6.879999,14,76
"Doll Dist - Spencer, IA",ON,5 ALARM BREWING COMPANY,211 W MAIN ST,LAKE MILLS,IA,DOLL3,Easy Eddy 1/6 Barrel Keg,"HAGEN  T 802- Doll Dist - Spencer, IA",6.879999,26,64
"Doll Dist - Spencer, IA",ON,OUT RIGGER REST & LOUNGE,1013 S HWY 71,OKOBOJI,IA,DOLL3,Easy Eddy 4/6/12oz Can,"BEELNER  B 822- Doll Dist - Spencer, IA",5,13,77
